date,giadieuchinh,close,thaydoi,volumn,gtkhoplenh,klthoathuan,gtthoathuan,giathamchieu,open,max,min,adj
2018-11-13,9.33,11.2,0.00 (0.00 %),0,0,0,0,11.2,11.2,11.2,11.2,9.33
2018-11-14,9.33,11.2,0.00 (0.00 %),0,0,0,0,11.2,11.2,11.2,11.2,9.33
2018-11-15,9.33,11.2,0.00 (0.00 %),0,0,0,0,11.2,11.2,11.2,11.2,9.33
2018-11-16,8.46,11.2,0.00 (0.00 %),1500,15220000,0,0,11.2,10.5,11.2,10,9.33
2018-11-19,8.58,10.3,0.20 (1.98 %),1500,15450000,0,0,10.1,10.3,10.3,10.3,8.58
2018-11-20,9.21,11.1,0.80 (7.77 %),2000,22100000,0,0,10.3,11,11.1,11,9.25
2018-11-21,9.25,11.1,0.00 (0.00 %),1000,11100000,0,0,11.1,11.1,11.1,11.1,9.25
2018-11-22,9.25,11.1,0.00 (0.00 %),0,0,0,0,11.1,11.1,11.1,11.1,9.25
2018-11-23,9.25,11.1,0.00 (0.00 %),0,0,0,0,11.1,11.1,11.1,11.1,9.25
2018-11-26,9.77,12,0.90 (8.11 %),2500,29300000,0,0,11.1,11.3,12,11.3,10
2018-11-27,9.75,11.7,0.00 (0.00 %),0,0,0,0,11.7,11.7,11.7,11.7,9.75
2018-11-28,9.58,11.5,-0.20 (-1.71 %),100,1150000,0,0,11.7,11.5,11.5,11.5,9.58
2018-11-29,9.58,11.5,0.00 (0.00 %),0,0,0,0,11.5,11.5,11.5,11.5,9.58
2018-11-30,9.58,11.5,0.00 (0.00 %),0,0,0,0,11.5,11.5,11.5,11.5,9.58
2018-12-03,9.58,11.5,0.00 (0.00 %),0,0,0,0,11.5,11.5,11.5,11.5,9.58
2018-12-04,9.58,11.5,0.00 (0.00 %),0,0,0,0,11.5,11.5,11.5,11.5,9.58
2018-12-05,9.58,11.5,0.00 (0.00 %),0,0,0,0,11.5,11.5,11.5,11.5,9.58
2018-12-06,9.58,11.5,0.00 (0.00 %),0,0,0,0,11.5,11.5,11.5,11.5,9.58
2018-12-07,9.37,11.3,-0.20 (-1.74 %),2000,22480000,0,0,11.5,11.2,11.3,11.2,9.42
2018-12-10,9.42,11.3,0.10 (0.89 %),2000,22600000,0,0,11.2,11.3,11.3,11.3,9.42
2018-12-11,9.42,11.3,0.00 (0.00 %),2000,22600000,0,0,11.3,11.3,11.3,11.3,9.42
2018-12-12,9.42,11.3,0.00 (0.00 %),0,0,0,0,11.3,11.3,11.3,11.3,9.42
2018-12-13,9.42,11.3,0.00 (0.00 %),0,0,0,0,11.3,11.3,11.3,11.3,9.42
2018-12-14,9.42,11.3,0.00 (0.00 %),0,0,0,0,11.3,11.3,11.3,11.3,9.42
2018-12-17,9.42,11.3,0.00 (0.00 %),0,0,0,0,11.3,11.3,11.3,11.3,9.42
2018-12-18,9.17,11,-0.30 (-2.65 %),1000,11000000,0,0,11.3,11,11,11,9.17
2018-12-19,9.22,11.1,0.10 (0.91 %),3000,33200000,0,0,11,11,11.1,11,9.25
2018-12-20,9.17,11,-0.10 (-0.90 %),3300,36330000,0,0,11.1,11.1,11.1,11,9.17
2018-12-21,9.17,11,0.00 (0.00 %),5000,55000000,0,0,11,11,11,11,9.17
2018-12-24,9.17,11,0.00 (0.00 %),6000,66000000,0,0,11,11,11,11,9.17
2018-12-25,8.54,10.2,-0.80 (-7.27 %),900,9220000,0,0,11,10.4,10.4,10.2,8.5
2018-12-26,8.5,10.2,0.00 (0.00 %),0,0,0,0,10.2,10.2,10.2,10.2,8.5
2018-12-27,8.5,10.2,0.00 (0.00 %),0,0,0,0,10.2,10.2,10.2,10.2,8.5
2018-12-28,9.17,11,0.80 (7.84 %),3000,33000000,0,0,10.2,11,11,11,9.17
2019-01-02,8.92,10.7,-0.30 (-2.73 %),1000,10700000,0,0,11,10.7,10.7,10.7,8.92
2019-01-03,8.92,10.7,0.00 (0.00 %),0,0,0,0,10.7,10.7,10.7,10.7,8.92
2019-01-04,8.92,10.7,0.00 (0.00 %),0,0,0,0,10.7,10.7,10.7,10.7,8.92
2019-01-07,9.12,11,0.30 (2.80 %),10000,109400000,0,0,10.7,10.8,11,10.8,9.17
2019-01-08,9.08,10.9,0.00 (0.00 %),0,0,0,0,10.9,10.9,10.9,10.9,9.08
2019-01-09,9.08,10.9,0.00 (0.00 %),0,0,0,0,10.9,10.9,10.9,10.9,9.08
2019-01-10,9.08,10.9,0.00 (0.00 %),0,0,0,0,10.9,10.9,10.9,10.9,9.08
2019-01-11,9.08,10.9,0.00 (0.00 %),0,0,0,0,10.9,10.9,10.9,10.9,9.08
2019-01-14,9.17,11,0.10 (0.92 %),4800,52800000,0,0,10.9,11,11,11,9.17
2019-01-15,10.5,12.6,1.60 (14.55 %),100,1260000,0,0,11,12.6,12.6,12.6,10.5
2019-01-16,10.5,12.6,0.00 (0.00 %),0,0,0,0,12.6,12.6,12.6,12.6,10.5
2019-01-17,12,14.4,1.80 (14.29 %),100,1440000,0,0,12.6,14.4,14.4,14.4,12
2019-01-18,10.25,12.3,-2.10 (-14.58 %),100,1230000,0,0,14.4,12.3,12.3,12.3,10.25
2019-01-21,12.3,12.3,0.00 (0.00 %),0,0,0,0,12.3,12.3,12.3,12.3,10.25
2019-01-22,12.3,12.3,0.00 (0.00 %),0,0,0,0,12.3,12.3,12.3,12.3,10.25
2019-01-23,12.3,12.3,0.00 (0.00 %),0,0,0,0,12.3,12.3,12.3,12.3,10.25
2019-01-24,12.3,12.3,0.00 (0.00 %),0,0,0,0,12.3,12.3,12.3,12.3,10.25
2019-01-25,12.3,12.3,0.00 (0.00 %),0,0,0,0,12.3,12.3,12.3,12.3,10.25
2019-01-28,10.06,13,0.70 (5.69 %),4000,48310000,0,0,12.3,14.1,14.1,12,10.83
2019-01-29,12.1,12.1,0.00 (0.00 %),0,0,0,0,12.1,12.1,12.1,12.1,10.08
2019-01-30,11.58,13.9,1.80 (14.88 %),100,1390000,0,0,12.1,13.9,13.9,13.9,11.58
2019-01-31,13.9,13.9,0.00 (0.00 %),0,0,0,0,13.9,13.9,13.9,13.9,11.58
2019-02-01,11.25,13.5,-0.40 (-2.88 %),2000,27000000,0,0,13.9,13.5,13.5,13.5,11.25
2019-02-11,10,12,-1.50 (-11.11 %),2000,24000000,0,0,13.5,12,12,12,10
2019-02-12,11.5,13.8,1.80 (15.00 %),100,1380000,0,0,12,13.8,13.8,13.8,11.5
2019-02-13,10.67,12.8,-1.00 (-7.25 %),100,1280000,0,0,13.8,12.8,12.8,12.8,10.67
2019-02-14,12.8,12.8,0.00 (0.00 %),0,0,0,0,12.8,12.8,12.8,12.8,10.67
2019-02-15,10,12,-0.80 (-6.25 %),2000,24000000,0,0,12.8,12,12,12,10
2019-02-18,11.5,13.8,1.80 (15.00 %),100,1380000,0,0,12,13.8,13.8,13.8,11.5
2019-02-19,10,12,-1.80 (-13.04 %),3100,37210000,0,0,13.8,12.1,12.1,12,10
2019-02-20,10,12,0.00 (0.00 %),300,3600000,0,0,12,12,12,12,10
2019-02-21,10,12,0.00 (0.00 %),140,1691000,0,0,12,12,12,12,10
2019-02-22,10,12,0.00 (0.00 %),400,4800000,0,0,12,12,12,12,10
2019-02-25,10.5,12,0.00 (0.00 %),300,3780000,0,0,12,13.8,13.8,12,10
2019-02-26,12.6,12.6,0.00 (0.00 %),80,1003000,0,0,12.6,12.6,12.6,12.6,10.5
2019-02-27,12.6,12.6,0.00 (0.00 %),6,86400,0,0,12.6,12.6,12.6,12.6,10.5
2019-02-28,12.6,12.6,0.00 (0.00 %),0,0,0,0,12.6,12.6,12.6,12.6,10.5
2019-03-01,10,12,-0.60 (-4.76 %),300,3600000,0,0,12.6,12,12,12,10
2019-03-04,12,12,0.00 (0.00 %),0,0,0,0,12,12,12,12,10
2019-03-05,12,12,0.00 (0.00 %),0,0,0,0,12,12,12,12,10
2019-03-06,12,12,0.00 (0.00 %),0,0,0,0,12,12,12,12,10
2019-03-07,12,12,0.00 (0.00 %),0,0,0,0,12,12,12,12,10
2019-03-08,12,12,0.00 (0.00 %),0,0,0,0,12,12,12,12,10
2019-03-11,12,12,0.00 (0.00 %),0,0,0,0,12,12,12,12,10
2019-03-12,11.5,13.8,1.80 (15.00 %),100,1380000,0,0,12,13.8,13.8,13.8,11.5
2019-03-13,13.8,13.8,0.00 (0.00 %),0,0,0,0,13.8,13.8,13.8,13.8,11.5
2019-03-14,9.83,11.8,-2.00 (-14.49 %),1200,14160000,0,0,13.8,11.8,11.8,11.8,9.83
2019-03-15,9.83,11.8,0.00 (0.00 %),1800,21240000,0,0,11.8,11.8,11.8,11.8,9.83
2019-03-18,11.25,13.5,1.70 (14.41 %),100,1350000,0,0,11.8,13.5,13.5,13.5,11.25
2019-03-19,13.5,13.5,0.00 (0.00 %),0,0,0,0,13.5,13.5,13.5,13.5,11.25
2019-03-20,13.5,13.5,0.00 (0.00 %),0,0,0,0,13.5,13.5,13.5,13.5,11.25
2019-03-21,11.24,13.5,0.00 (0.00 %),4000,53940000,0,0,13.5,13.3,13.5,13.3,11.25
2019-03-22,10.42,12.5,-1.00 (-7.41 %),2100,26250000,0,0,13.5,12.5,12.5,12.5,10.42
2019-03-25,10.42,12.5,0.00 (0.00 %),2100,26250000,0,0,12.5,12.5,12.5,12.5,10.42
2019-03-26,11.92,14.3,1.80 (14.40 %),100,1430000,0,0,12.5,14.3,14.3,14.3,11.92
2019-03-27,14.3,14.3,0.00 (0.00 %),0,0,0,0,14.3,14.3,14.3,14.3,11.92
2019-03-28,10.38,12.5,-1.80 (-12.59 %),7500,93450000,0,0,14.3,12.2,12.5,12.2,10.42
2019-03-29,12.5,12.5,0.00 (0.00 %),1,14300,0,0,12.5,12.5,12.5,12.5,10.42
2019-04-01,11.92,14.3,1.80 (14.40 %),100,1430000,0,0,12.5,14.3,14.3,14.3,11.92
2019-04-02,14.3,14.3,0.00 (0.00 %),0,0,0,0,14.3,14.3,14.3,14.3,11.92
2019-04-03,14.3,14.3,0.00 (0.00 %),0,0,0,0,14.3,14.3,14.3,14.3,11.92
2019-04-04,14.3,14.3,0.00 (0.00 %),0,0,0,0,14.3,14.3,14.3,14.3,11.92
2019-04-05,13.67,16.4,2.10 (14.69 %),100,1640000,0,0,14.3,16.4,16.4,16.4,13.67
2019-04-08,16.4,16.4,0.00 (0.00 %),0,0,0,0,16.4,16.4,16.4,16.4,13.67
2019-04-09,16.4,16.4,0.00 (0.00 %),0,0,0,0,16.4,16.4,16.4,16.4,13.67
2019-04-10,11.67,14,-2.40 (-14.63 %),200,2800000,0,0,16.4,14,14,14,11.67
2019-04-11,14,14,0.00 (0.00 %),0,0,0,0,14,14,14,14,11.67
2019-04-12,14,14,0.00 (0.00 %),0,0,0,0,14,14,14,14,11.67
2019-04-16,14,14,0.00 (0.00 %),0,0,0,0,14,14,14,14,11.67
2019-04-17,14,14,0.00 (0.00 %),0,0,0,0,14,14,14,14,11.67
2019-04-18,14,14,0.00 (0.00 %),0,0,0,0,14,14,14,14,11.67
2019-04-19,14,14,0.00 (0.00 %),0,0,0,0,14,14,14,14,11.67
2019-04-22,14,14,0.00 (0.00 %),0,0,0,0,14,14,14,14,11.67
2019-04-23,14,14,0.00 (0.00 %),0,0,0,0,14,14,14,14,11.67
2019-04-24,14,14,0.00 (0.00 %),0,0,0,0,14,14,14,14,11.67
2019-04-25,14,14,0.00 (0.00 %),0,0,0,0,14,14,14,14,11.67
2019-04-26,14,14,0.00 (0.00 %),0,0,0,0,14,14,14,14,11.67
2019-05-02,14,14,0.00 (0.00 %),0,0,0,0,14,14,14,14,11.67
2019-05-03,14,14,0.00 (0.00 %),0,0,0,0,14,14,14,14,11.67
2019-05-06,10,12,-2.00 (-14.29 %),100,1200000,0,0,14,12,12,12,10
2019-05-07,12,12,0.00 (0.00 %),0,0,0,0,12,12,12,12,10
2019-05-08,9.28,12,0.00 (0.00 %),4300,47900000,0,0,12,11.5,12,11,10
2019-05-09,9.58,11.5,0.40 (3.60 %),3500,40250000,0,0,11.1,11.5,11.5,11.5,9.58
2019-05-10,11,13.2,1.70 (14.78 %),100,1320000,0,0,11.5,13.2,13.2,13.2,11
2019-05-13,13.2,13.2,0.00 (0.00 %),0,0,0,0,13.2,13.2,13.2,13.2,11
2019-05-14,12.58,15.1,1.90 (14.39 %),100,1510000,0,0,13.2,15.1,15.1,15.1,12.58
2019-05-15,15.1,15.1,0.00 (0.00 %),0,0,0,0,15.1,15.1,15.1,15.1,12.58
2019-05-16,15.1,15.1,0.00 (0.00 %),0,0,0,0,15.1,15.1,15.1,15.1,12.58
2019-05-17,15.1,15.1,0.00 (0.00 %),0,0,0,0,15.1,15.1,15.1,15.1,12.58
2019-05-20,15.1,15.1,0.00 (0.00 %),0,0,0,0,15.1,15.1,15.1,15.1,12.58
2019-05-21,15.1,15.1,0.00 (0.00 %),0,0,0,0,15.1,15.1,15.1,15.1,12.58
2019-05-22,15.1,15.1,0.00 (0.00 %),0,0,0,0,15.1,15.1,15.1,15.1,12.58
2019-05-23,15.1,15.1,0.00 (0.00 %),0,0,0,0,15.1,15.1,15.1,15.1,12.58
2019-05-24,15.1,15.1,0.00 (0.00 %),0,0,0,0,15.1,15.1,15.1,15.1,12.58
2019-05-27,15.1,15.1,0.00 (0.00 %),0,0,0,0,15.1,15.1,15.1,15.1,12.58
2019-05-28,15.1,15.1,0.00 (0.00 %),0,0,0,0,15.1,15.1,15.1,15.1,12.58
2019-05-29,15.1,15.1,0.00 (0.00 %),0,0,0,0,15.1,15.1,15.1,15.1,12.58
2019-05-30,11.97,12.9,-2.20 (-14.57 %),300,4310000,0,0,15.1,17.3,17.3,12.9,10.75
2019-05-31,14.4,14.4,0.00 (0.00 %),0,0,0,0,14.4,14.4,14.4,14.4,12
2019-06-03,13.75,16.5,2.10 (14.58 %),100,1650000,0,0,14.4,16.5,16.5,16.5,13.75
2019-06-04,16.5,16.5,0.00 (0.00 %),0,0,0,0,16.5,16.5,16.5,16.5,13.75
2019-06-05,16.5,16.5,0.00 (0.00 %),0,0,0,0,16.5,16.5,16.5,16.5,13.75
2019-06-06,11.75,14.1,-2.40 (-14.55 %),100,1410000,0,0,16.5,14.1,14.1,14.1,11.75
2019-06-07,14.1,14.1,0.00 (0.00 %),0,0,0,0,14.1,14.1,14.1,14.1,11.75
2019-06-10,14.1,14.1,0.00 (0.00 %),0,0,0,0,14.1,14.1,14.1,14.1,11.75
2019-06-11,13.2,13.2,0.00 (0.00 %),0,0,0,0,13.2,13.2,13.2,13.2,11.75
2019-06-12,13.44,15.1,1.90 (14.39 %),100,1510000,0,0,13.2,15.1,15.1,15.1,13.44
2019-06-13,15.1,15.1,0.00 (0.00 %),0,0,0,0,15.1,15.1,15.1,15.1,13.44
2019-06-14,15.1,15.1,0.00 (0.00 %),0,0,0,0,15.1,15.1,15.1,15.1,13.44
2019-06-17,15.1,15.1,0.00 (0.00 %),0,0,0,0,15.1,15.1,15.1,15.1,13.44
2019-06-18,15.1,15.1,0.00 (0.00 %),0,0,0,0,15.1,15.1,15.1,15.1,13.44
2019-06-19,15.1,15.1,0.00 (0.00 %),0,0,0,0,15.1,15.1,15.1,15.1,13.44
2019-06-20,12.27,12.9,-2.20 (-14.57 %),500,6890000,0,0,15.1,17.3,17.3,12.9,11.48
2019-06-21,13.8,13.8,0.00 (0.00 %),0,0,0,0,13.8,13.8,13.8,13.8,12.28
2019-06-24,13.8,13.8,0.00 (0.00 %),0,0,0,0,13.8,13.8,13.8,13.8,12.28
2019-06-25,13.8,13.8,0.00 (0.00 %),0,0,0,0,13.8,13.8,13.8,13.8,12.28
2019-06-26,13.8,13.8,0.00 (0.00 %),0,0,0,0,13.8,13.8,13.8,13.8,12.28
2019-06-27,10.73,12.3,-1.50 (-10.87 %),1000,12060000,0,0,13.8,12,12.3,11.8,10.95
2019-06-28,10.66,12,-0.10 (-0.83 %),2100,25150000,0,0,12.1,12.1,12.1,11.8,10.68
2019-07-01,10.76,12.2,0.20 (1.67 %),3500,42290000,0,0,12,12,12.2,12,10.86
2019-07-02,12.37,13.9,1.80 (14.88 %),100,1390000,0,0,12.1,13.9,13.9,13.9,12.37
2019-07-03,12.34,13.9,0.00 (0.00 %),500,6930000,0,0,13.9,13.8,13.9,13.8,12.37
2019-07-04,12.24,13.9,0.00 (0.00 %),24000,330020000,0,0,13.9,13.8,13.9,13.1,12.37
2019-07-05,11.65,13,-0.80 (-5.80 %),2100,27490000,0,0,13.8,13.3,13.3,13,11.57
2019-07-08,10.96,12.4,-0.70 (-5.34 %),1400,17240000,0,0,13.1,13,13,12.2,11.04
2019-07-09,11.09,12.4,0.10 (0.81 %),1600,19940000,0,0,12.3,13.4,13.4,12.4,11.04
2019-07-10,11.48,13.5,1.00 (8.00 %),3100,39990000,0,0,12.5,12.4,13.5,12.4,12.02
2019-07-11,11.95,13.5,0.60 (4.65 %),10100,135640000,0,0,12.9,13,13.8,13,12.02
2019-07-12,11.75,13.2,-0.20 (-1.49 %),500,6600000,0,0,13.4,13.2,13.2,13.2,11.75
2019-07-15,11.57,13,-0.20 (-1.52 %),1700,22100000,0,0,13.2,13,13,13,11.57
2019-07-16,11.57,13,0.00 (0.00 %),1700,22100000,0,0,13,13,13,13,11.57
2019-07-17,11.22,12.5,-0.50 (-3.85 %),6800,85750000,0,0,13,12.5,13,12.5,11.13
2019-07-18,11.28,12.9,0.30 (2.38 %),6500,82400000,0,0,12.6,12.6,13,12.6,11.48
2019-07-19,11.5,13,0.30 (2.36 %),8400,108530000,0,0,12.7,12.9,13.2,12.8,11.57
2019-07-22,11.44,12.9,0.00 (0.00 %),5000,64270000,0,0,12.9,12.6,12.9,12.6,11.48
2019-07-23,11.48,12.9,0.00 (0.00 %),3000,38700000,0,0,12.9,12.9,12.9,12.9,11.48
2019-07-24,11.66,13.1,0.20 (1.55 %),1500,19650000,0,0,12.9,13.1,13.1,13.1,11.66
2019-07-25,11.61,13.1,0.00 (0.00 %),6400,83500000,0,0,13.1,13,13.1,13,11.66
2019-07-26,11.64,13.3,0.30 (2.31 %),7600,99420000,0,0,13,13,13.3,13,11.84
2019-07-29,11.66,13.1,0.00 (0.00 %),2400,31440000,0,0,13.1,13.1,13.1,13.1,11.66
2019-07-30,11.66,13.1,0.00 (0.00 %),4700,61550000,0,0,13.1,13,13.1,13,11.66
2019-07-31,11.53,13,-0.10 (-0.76 %),4700,60890000,0,0,13.1,13,13,12.9,11.57
2019-08-01,11.48,12.9,-0.10 (-0.77 %),1000,12900000,0,0,13,12.9,12.9,12.9,11.48
2019-08-02,11.48,12.9,0.00 (0.00 %),4500,58050000,0,0,12.9,12.9,12.9,12.9,11.48
2019-08-05,11.05,12.3,-0.60 (-4.65 %),11700,145250000,0,0,12.9,12.8,12.8,12.3,10.95
2019-08-06,12.4,12.4,0.00 (0.00 %),0,0,0,0,12.4,12.4,12.4,12.4,11.04
2019-08-07,10.47,12,-0.40 (-3.23 %),4800,56450000,0,0,12.4,11.5,12,11.5,10.68
2019-08-08,11.94,13.5,1.70 (14.41 %),27700,371640000,0,0,11.8,13.5,13.5,13,12.02
2019-08-09,12.48,13.9,0.50 (3.73 %),14400,201880000,0,0,13.4,13.9,14.5,13.9,12.37
2019-08-12,11.39,12.8,-1.20 (-8.57 %),100,1280000,0,0,14,12.8,12.8,12.8,11.39
2019-08-13,11.06,13,0.20 (1.56 %),2300,28590000,0,0,12.8,12,13,12,11.57
2019-08-14,12.4,12.4,0.00 (0.00 %),0,0,0,0,12.4,12.4,12.4,12.4,11.04
2019-08-15,10.83,12.2,-0.20 (-1.61 %),300,3650000,0,0,12.4,12.1,12.2,12.1,10.86
2019-08-16,11.09,12.5,0.30 (2.46 %),5400,67300000,0,0,12.2,12.5,12.5,12.3,11.13
2019-08-19,11.13,12.5,0.00 (0.00 %),3200,40000000,0,0,12.5,12.5,12.5,12.5,11.13
2019-08-20,11.13,12.5,0.00 (0.00 %),2200,27500000,0,0,12.5,12.5,12.5,12.5,11.13
2019-08-21,11.13,12.5,0.00 (0.00 %),1000,12500000,0,0,12.5,12.5,12.5,12.5,11.13
2019-08-22,10.23,12.8,0.30 (2.40 %),3500,40240000,0,0,12.5,11.2,12.8,11.2,11.39
2019-08-23,10.83,12.5,1.00 (8.70 %),7800,94920000,0,0,11.5,11.4,12.5,11.4,11.13
2019-08-26,10.04,12.5,0.30 (2.46 %),2400,27070000,0,0,12.2,11.2,12.5,11.2,11.13
2019-08-27,10.19,12.7,1.40 (12.39 %),2700,30900000,0,0,11.3,11.3,12.7,11.3,11.3
2019-08-28,11.4,11.4,0.00 (0.00 %),0,0,0,0,11.4,11.4,11.4,11.4,10.15
2019-08-29,11.2,12.5,1.10 (9.65 %),700,8810000,0,0,11.4,13.1,13.1,12.5,11.13
2019-08-30,10.65,12.5,-0.10 (-0.79 %),4100,49050000,0,0,12.6,12,12.5,11.4,11.13
2019-09-03,10.66,12,0.00 (0.00 %),1800,21550000,0,0,12,11.5,12,11.5,10.68
2019-09-04,10.42,11.8,-0.20 (-1.67 %),6500,76130000,0,0,12,11.6,12,11.6,10.5
2019-09-05,10.31,11.5,-0.20 (-1.71 %),19100,221300000,0,0,11.7,11.7,11.7,11.5,10.24
2019-09-06,10.46,11.7,0.10 (0.86 %),20100,236170000,0,0,11.6,11.7,11.8,11.7,10.41
2019-09-09,9.97,11.2,-0.60 (-5.08 %),2415,27048000,0,0,11.8,11.2,11.2,11.2,9.97
2019-09-10,9.44,10.6,-0.60 (-5.36 %),1800,19080000,0,0,11.2,10.6,10.6,10.6,9.44
2019-09-11,10.44,11.8,1.20 (11.32 %),300,3520000,0,0,10.6,11.7,11.8,11.7,10.5
2019-09-12,9.92,11.1,-0.60 (-5.13 %),1900,21180000,0,0,11.7,12,12,11.1,9.88
2019-09-13,10.2,11.9,0.80 (7.21 %),2800,32090000,0,0,11.1,11.2,11.9,11.2,10.59
2019-09-16,10.07,11.5,0.00 (0.00 %),3600,40720000,0,0,11.5,11.1,11.5,11.1,10.24
2019-09-17,10.24,11.5,0.20 (1.77 %),1700,19550000,0,0,11.3,11.5,11.5,11.5,10.24
2019-09-18,10.19,11.7,0.20 (1.74 %),2300,26320000,0,0,11.5,11.4,11.7,11.4,10.41
2019-09-19,10.26,11.7,0.30 (2.63 %),2600,29960000,0,0,11.4,11.4,11.7,11.4,10.41
2019-09-20,10.16,11.4,-0.10 (-0.87 %),700,7990000,0,0,11.5,11.5,11.5,11.4,10.15
2019-09-23,10.15,11.4,0.00 (0.00 %),4000,45600000,0,0,11.4,11.4,11.4,11.4,10.15
2019-09-24,10.1,11.4,0.00 (0.00 %),2000,22690000,0,0,11.4,11,11.4,11,10.15
